,LSOA21CD,IMD_decile,Percent no qualifications 16 and over,Percent bad and very band health,Population density per km,Percent lone family household
22876,E01024099,2,14.6835443,5.67867036,8104.5,2.610966057
22877,E01024100,6,8.528301887,2.722443559,4759.3,4.968944099
22878,E01024101,4,11.33200795,4.230989137,3360.6,3.939962477
22879,E01024102,8,7.828282828,3.162055336,5183.2,4.444444444
22880,E01024103,2,14.78770132,6.407035176,3428.8,5.28109029
22881,E01024104,9,7.207688201,2.722063037,4742.3,2.522522523
22882,E01024105,8,19.1473448,5.504587156,6164.9,3.220858896
22883,E01024106,9,16.53076353,4.201145767,5104.5,4.293628809
22884,E01024107,9,13.82450331,4.452054795,4521,3.852596315
22885,E01024108,2,22.9061554,7.929883139,5753.6,5.426356589
22886,E01024109,7,22.6673428,4.9957663,2570.5,3.177257525
22887,E01024110,5,21.15534738,6.201044386,4719.7,3.015075377
22888,E01024111,3,25.06162695,7.326478149,7599.6,3.198653199
22889,E01024112,8,19.51951952,5.025125628,6523.8,1.162790698
22890,E01024113,6,18.25,5.489923558,11225.6,4.492512479
22891,E01024114,10,15.66509115,4.550691244,6277.2,5.25
22892,E01024115,10,20.78651685,4.526166902,4100.3,6.239737274
22893,E01024116,10,15.66640686,4.444444444,2593.5,5.269761606
22894,E01024117,7,19.11652704,4.677206851,1629.9,5.067064083
22895,E01024118,5,22.64397906,6.316377865,5206.5,6.309148265
22896,E01024119,2,21.91332788,8.010171647,7396.1,4.559270517
22897,E01024120,5,27.89757412,9.701037218,6287.2,4.507512521
22898,E01024121,8,7.100591716,3.436018957,2664.4,3.599374022
22899,E01024122,4,17.27129338,7.210884354,6617.9,3.766478343
22900,E01024123,9,10.19202363,3.181534623,5265.9,4.283360791
22901,E01024124,6,10.55045872,3.400309119,6662.3,5.507745267
22902,E01024126,2,26.01205857,7.379823968,4418.7,7.547169811
22903,E01024127,6,15.81196581,3.542392567,6347.9,3.59375
22904,E01024128,1,25.01850481,6.790481718,3229.2,7.781456954
22905,E01024129,5,9.006004003,3.196347032,5581.9,4.723127036
22906,E01024131,10,7.293577982,2.466555184,7502.2,7.654723127
22907,E01024132,4,19.92149166,5.610310842,4749.2,5.882352941
22908,E01024133,7,12.90622098,2.194586686,420.2,6.105006105
22909,E01024134,5,21.85128983,4.648318043,6197.2,3.913043478
22910,E01024135,2,22.51082251,6.284153005,1683.6,6.047819972
22911,E01024136,5,16.25412541,2.49343832,18000,8.841843088
22912,E01024137,8,12.25895317,1.983298539,19375.8,7.313642757
22913,E01024138,4,21.73324306,4.707112971,13603.2,4.65872156
22914,E01024139,9,18.87439945,2.742731761,26938.8,9.577114428
22915,E01024143,9,9.858467545,2.228096677,12061.8,5.398773006
22916,E01024144,10,11.47540984,2.672010688,12355.5,8.791208791
22917,E01024145,9,15.35635562,3.141993958,17807.9,6.827309237
22918,E01024146,10,13.72212693,2.847222222,17941.2,5.670103093
22919,E01024147,9,12.91460833,2.655367232,14293.4,4.18079096
22920,E01024150,10,19.04394757,4.521276596,8309.5,2.144772118
22921,E01024151,9,21.18305356,4.329896907,13105.8,8.745874587
22922,E01024152,6,12.30988593,2.822580645,10271.1,4.214559387
22923,E01024153,10,17.5170068,3.35474661,21263.8,3.214695752
22924,E01024154,2,27.39726027,6.078576723,18477.2,4.575892857
22925,E01024155,4,18.0190263,4.440919905,20810.2,6.540880503
22926,E01024156,5,17.88375559,2.977963073,33774.7,2.41343127
22927,E01024157,7,17.50162655,6.15982242,16753.2,7.630522088
22928,E01024158,7,18.97086175,7.121807466,10958.9,2.010050251
22929,E01024159,8,15.28288024,4.43599493,27250.6,1.762820513
22930,E01024160,9,11.55115512,4.016913319,18447.2,5.72755418
22931,E01024161,5,18.39443742,3.885381253,5589.9,5.672823219
22932,E01024162,4,14.42542787,3.461356093,19822.8,2.247191011
22933,E01024163,5,18.59531773,3.513371788,11371.7,8.103975535
22934,E01024164,4,18.3044316,3.54071826,10566.5,9.691629956
22935,E01024165,2,25.15923567,8.028335301,15881.8,8.430232558
22936,E01024166,3,20.09167303,5.477855478,25553.7,11.26760563
22937,E01024167,4,19.36908517,4.47761194,11021.4,6.723891273
22938,E01024168,6,23.00706357,5.044035228,16642.1,7.026143791
22939,E01024169,5,18.05074971,5.152838428,24458.2,11.04734577
22940,E01024170,2,23.69077307,6.717363752,18697.8,9.469153515
22941,E01024171,5,18.70915033,4.718810601,25529.6,9.682804674
22942,E01024172,5,13.17296678,3.78649635,21931.8,5.037783375
22943,E01024173,6,17.76447106,4.198895028,11685.8,3.106633081
22944,E01024174,5,16.24203822,3.975799481,16339.9,6.262626263
22945,E01024175,6,16.47286822,2.700617284,14670.2,8.81953867
22946,E01024176,3,21.42358688,6.162162162,21281.1,5.777777778
22947,E01024177,2,28.35555556,6.084656085,14908.1,5.789473684
22948,E01024178,4,20.41602465,5.158968206,17034.8,7.713884993
22949,E01024179,3,16.53358384,2.663862601,18927.3,6.76056338
22950,E01024180,6,13.6239782,2.316921804,17721.5,7.795698925
22951,E01024181,7,13.86503067,2.74566474,15757.8,9.336941813
22952,E01024182,2,20.19430951,4.136789851,21971.8,9.050445104
22953,E01024183,9,13.36805556,2.779708131,9900.3,6.191117093
22954,E01024184,8,13.27217125,3.11627907,15629.6,11.41304348
22955,E01024185,7,13.85305665,3.077589944,16822,6.697108067
22956,E01024186,9,12.29205176,3.001464129,31294.3,12.05450734
22957,E01024187,8,18.4679958,4.240882103,18228.8,9.327217125
22958,E01024188,9,15.2284264,2.791014295,14663.9,3.143189756
22959,E01024189,5,20.29320988,4.802076574,15577.1,4.27672956
22960,E01024190,5,17.94871795,5.697445972,17440.8,10.58655222
22961,E01024192,2,27.47989276,9.232365145,9900.4,5.990220049
22962,E01024193,1,26.82526661,8.850129199,14869.6,7.436918991
22963,E01024194,4,15.57239057,4.966442953,28554.8,5.619266055
22964,E01024195,3,21.73913043,5.502063274,19906.1,11.38686131
22965,E01024196,1,31.40350877,9.272848566,16738,5.084745763
22966,E01024197,3,21.78374112,6.505102041,14315.6,6.17816092
22967,E01024198,5,23.06636156,6.209415584,14333.1,3.39869281
22968,E01024200,4,15.25423729,5.966587112,15566.4,5.026455026
22969,E01024201,6,14.43806399,5.335157319,16905.1,4.981884058
22970,E01024202,4,22.5660864,7.397260274,10600.4,6.086956522
22971,E01024203,7,15.31728665,4.184884447,12604.9,9.395973154
22972,E01024204,3,19.87767584,6.609547124,12806.6,2.853437095
22973,E01024205,4,18.06402439,5.559146736,11043.8,2.492211838
22974,E01024206,5,14.97641509,5.586034913,8256,3.214890017
22975,E01024207,6,16.06451613,5.137912385,11579.5,5.917159763
22976,E01024208,4,16.87638786,5.298416565,8371.1,3.556187767
22977,E01024209,6,13.91478029,4.843304843,9490.8,7.854984894
22978,E01024212,5,16.48535565,4.709141274,7181.6,4.44214876
22979,E01024213,9,17.02679343,4.473304473,18017.4,5.703422053
22980,E01024214,1,26.65198238,6.970046083,7795.9,3.703703704
22981,E01024215,1,21.76977291,8.637469586,13530.6,4.058624577
22982,E01024216,5,16.99186992,4.548408057,14443.5,5.25606469
22983,E01024218,2,21.95121951,7.580174927,25011.4,2.991026919
22984,E01024219,3,25.9751773,7.305936073,20541.5,5.483028721
22985,E01024220,6,21.47651007,6.799230276,21723.4,5.257009346
22986,E01024221,8,15.3125,4.321404456,12663.4,4.479418886
22987,E01024222,3,23.69230769,7.12945591,16146.8,3.342245989
22988,E01024223,4,21.62379421,6.05280103,17680.7,13.01020408
22989,E01024224,7,21.0443038,5.620915033,11695.9,3.019323671
22990,E01024225,5,19.48757764,6.416464891,15177,9.96068152
22991,E01024226,3,24.98054475,8.681462141,12293.2,2.346368715
22992,E01024227,5,21.84385382,6.034482759,9561.1,5.875152999
22993,E01024228,4,17.04238052,7.007419621,15833.3,9.72017673
22994,E01024229,5,22.86919831,6.904069767,17705.1,6.22406639
22995,E01024230,6,17.42222222,5.371248025,15648,4
22996,E01024231,4,17.76027997,7.258687259,20997,8.199121523
22997,E01024232,7,16.22093023,6.680265171,11455.8,7.272727273
22998,E01024233,10,14.50381679,3.816793893,13096.8,4.6812749
22999,E01024234,6,16.41285956,4.64617584,3316.5,4.204753199
23000,E01024235,7,20.81811541,7.009646302,4318.2,3.365384615
23001,E01024236,5,15.3638814,6.16359447,11241.9,2.868068834
23002,E01024237,7,13.39608979,4.71637986,10849.2,3.161397671
23003,E01024238,5,16.5922619,2.893401015,10305.2,2.406417112
23004,E01024239,2,24.8630137,7.883131202,10895.6,4.421768707
23005,E01024240,1,25.1874063,8.562019759,13487,3.211991435
23006,E01024241,2,18.61179361,5.719557196,15781.4,3.826530612
23007,E01024242,7,15.9315339,3.793103448,13032.7,4.76900149
23008,E01024243,4,22.12643678,7.969749855,16491.8,5.082212257
23009,E01024244,7,15.09312781,4.905437352,13949.8,5.076923077
23010,E01024245,6,16.55629139,5.089974293,13395.5,7.993730408
23011,E01024246,2,18.89622076,6.179009541,13956.9,4.252400549
23012,E01024247,1,24.21113024,9.231512808,20352.9,3.713768116
23013,E01024248,2,22.5433526,6.760700389,14834.8,6.988564168
23014,E01024249,1,29.18886915,9.965635739,13056.8,6.729634002
23015,E01024250,5,20.65217391,7.112462006,14252.6,4.545454545
23016,E01024251,4,22.37120677,9.617834395,14028.4,7.076101469
23017,E01024252,6,13.62962963,4.822446295,12251.4,6.77764566
23018,E01024253,8,15.32846715,4.324324324,14356.4,10.1088647
23019,E01024254,5,18.77022654,4.110169492,16983.5,8.73655914
23020,E01024255,7,21.78217822,5.019740553,17392.3,3.94922426
23021,E01024256,8,20.33557047,5.442176871,13672.9,5.02283105
23022,E01024257,1,25.30044276,6.402915148,9450.4,3.866432337
23023,E01024258,4,23.5380117,4.735883424,13086.2,2.06043956
23024,E01024259,10,12.96442688,2.967741935,11067.2,3.58490566
23025,E01024260,7,16.85772084,4.025301898,7983,6.467661692
23026,E01024261,7,19.25333333,4.168554599,10147,9.426987061
23027,E01024262,4,23.16986496,6.299212598,15955.7,6.923076923
23028,E01024263,2,27.09359606,6.988249845,13443.3,9.650180941
23029,E01024264,2,26.29144179,7.552693208,13000.8,15.68627451
23030,E01024265,8,14.10373066,4.394757132,22161.4,10.67503925
23031,E01024266,5,19.87247609,5.161854768,12380.2,8.803165183
23032,E01024267,7,18.52731591,4.21686747,8973.8,5.420827389
23033,E01024268,9,17.69641495,4.451612903,7990.4,13.7254902
23034,E01024269,9,18.82871537,4.333694475,12372.4,4.664723032
23035,E01024270,9,15.14403292,3.017832647,5927.3,3.506493506
23036,E01024271,6,14.93562232,5.344585091,12692,5.095541401
23037,E01024272,9,14.44533121,3.469387755,11748.6,3.492063492
23038,E01024273,7,15.19461078,3.465346535,18701.6,7.559681698
23039,E01024274,7,15.54828151,5.052631579,11164,1.401869159
23040,E01024275,7,12.01067616,4.270462633,14527.9,8.834355828
23041,E01024276,5,19.94091581,3.801279639,7582.3,4.371584699
23042,E01024277,2,24.08412483,5.555555556,13174,5.325443787
23043,E01024278,1,23.73239437,5.687894993,9528.2,3.971631206
23044,E01024279,3,24.95987159,4.060606061,9906.9,6.300484653
23045,E01024281,4,20.35555556,3.109882516,8659.7,4.479578393
23046,E01024282,4,20.79288026,3.121248499,9586.9,3.674121406
23047,E01024283,5,19.04761905,3.837298542,5472.7,7.930607187
23048,E01024284,3,23.97425583,4.503956178,9041.4,4.773561812
23049,E01024285,6,23.1316726,5.062362436,11093.8,3.587443946
23050,E01024286,8,21.37767221,3.4914361,8844.2,4.264705882
23051,E01024287,4,26.85185185,7.566462168,6338.8,5.205047319
23052,E01024288,8,25.15391381,6.221889055,11044.2,3.04136253
23053,E01024290,4,21.15249473,4.426324985,8812.7,3.413940256
23054,E01024291,3,27.92162351,5.191256831,17759.6,2.742409403
23055,E01024292,6,15.72860447,4.905660377,11078.8,4.814305365
23056,E01024293,5,21.92474674,4.21686747,10384.1,4.363001745
23057,E01024294,2,19.2251816,3.893026405,10680.4,6.012658228
23058,E01024295,1,28.63300493,6.673209028,7976,5.050505051
23059,E01024296,3,23.00490415,4.679552391,6611.4,3.896103896
23060,E01024297,8,17.53402722,4.43285528,10645.3,6.075334143
23061,E01024298,9,16.7104112,4.401154401,13657.1,6.131386861
23062,E01024299,9,18.96853147,3.546099291,8849,7.632398754
23063,E01024300,8,15.03436426,4.493580599,10956.2,6.151419558
23064,E01024301,6,16.32453568,4.231082181,10693.7,12.03852327
23065,E01024302,7,15.43460601,3.099730458,12407.5,14.6422629
23066,E01024303,4,18.96407686,3.55987055,10917.9,3.243243243
23067,E01024304,4,20.10347376,6.268656716,12205.4,2.68389662
23068,E01024305,1,26.22293504,5.594405594,12096,2.34741784
23069,E01024306,2,24.53125,7.095709571,16547.7,3.060306031
23070,E01024307,4,26.7571885,6.290115533,9459.3,4.749340369
23071,E01024308,1,27.64444444,8.798424163,11979,5.369928401
23072,E01024309,2,26.44710579,4.565217391,13525.1,4.994192799
23073,E01024310,3,24.04549147,6.578115117,11047.1,7.487520799
23074,E01024311,3,21.4559387,5.285412262,10366.7,5.993690852
23075,E01024312,4,19.57773512,5.171158048,5821.3,9.807692308
23076,E01024313,7,17.48417722,4.990403071,12048.3,8.939393939
23077,E01024314,6,16.35651322,3.037383178,14894.2,3.5982009
23078,E01024315,2,27.17872969,8.234597156,11312.1,7.01754386
23079,E01024316,7,15.36885246,4.003202562,3062.8,4.580152672
23080,E01024317,6,17.57754801,4.625684723,9981.9,3.475935829
23081,E01024318,7,14.09017713,3.452685422,11706.2,6.117353308
23082,E01024319,5,14.88334674,4.177057357,11982.8,6.87732342
23083,E01024320,10,13.02228412,2.459954233,10888.7,6.490872211
23084,E01024321,10,19.29703653,4.660766962,10000,8.869179601
23085,E01024322,10,15.86826347,3.826955075,9293.7,10.56751468
23086,E01024323,9,15.5726257,3.544165758,13461.2,9.289617486
23087,E01024324,10,20.76271186,4.724964739,5640.2,0.976290098
23088,E01024325,9,16.19001454,4.353285894,8055.7,5.3125
23089,E01024326,10,17.08575113,4.047490556,7225.2,8.056872038
23090,E01024327,8,18.02641803,4,12536.5,5.078125
23091,E01024328,8,15.69317382,4.399524376,7151.4,4.875962361
23092,E01024329,10,11.76018447,2.379421222,28473.1,7.534246575
23093,E01024330,10,10.30444965,2.385321101,18101.7,9.262166405
23094,E01024331,7,12.97709924,2.975106254,10632,5.720823799
23095,E01024332,4,14.39252336,4.440919905,18431.9,7.251461988
23096,E01024333,7,11.78743961,3.887195122,36873.6,0.829383886
23097,E01024335,6,11.70909091,3.125,22839.3,3.241491086
23098,E01024336,9,11.48387097,2.920081967,18473.5,6.155950752
23099,E01024337,10,12.21945137,2.676733013,9991.7,5.506391347
23100,E01024339,4,18.03364879,4.393673111,6430.3,5.286343612
23101,E01024340,6,13.84615385,4.64037123,7555.6,8.722741433
23102,E01024341,10,16.41221374,5.831533477,22053.1,13.36633663
23103,E01024342,4,19.98870695,4.955357143,9588.7,6.298003072
23104,E01024343,6,14.29824561,3.313696613,4566.7,2.795425667
23105,E01024344,6,19.84240688,3.337306317,11838.6,8.131241084
23106,E01024345,5,17.09464417,3.8438072,12230.5,5.13368984
23107,E01024346,5,16.60839161,4.514672686,14829.2,6.616729089
23108,E01024347,7,14.83409239,2.482460874,20193.8,8.227848101
23109,E01024348,10,10.70143885,1.862464183,19296.9,7.715430862
23110,E01024349,9,10.97785978,2.053231939,15007.9,6.906077348
23111,E01024350,7,12.94337274,2.541544477,9411.1,2.608695652
23112,E01024351,9,19.39849624,3.629536921,8933.8,5.696969697
23113,E01024352,2,22.75132275,5.712760278,8882.1,3.29153605
23114,E01024353,10,16.20962828,3.06122449,14416.8,8.066429419
23115,E01024354,8,19.69949917,3.61362057,11304.3,4.867256637
23116,E01024355,6,13.62530414,4.145854146,11817.1,2.887139108
23117,E01024356,6,17.12328767,4.578447795,7590.6,6.902654867
23118,E01024357,6,16.53196179,3.16344464,11452.2,9.672131148
23119,E01024358,3,20.03955175,6.485355649,6221.6,4.988913525
23120,E01024360,7,16.50717703,4.755784062,10721.1,9.315866084
23121,E01024361,5,21.95290859,4.639175258,6272.4,4.081632653
23122,E01024362,5,15.19699812,3.479177649,15455.6,8.965517241
23123,E01024364,3,19.86111111,4.558568956,6859.8,3.93081761
23124,E01024365,7,12.90801187,4.048742138,7722.1,4.273504274
23125,E01024366,4,15.27320606,3.56545961,9160.4,3.661616162
23126,E01024367,7,15.53956835,5.405405405,11366.5,5.104712042
23127,E01024369,9,13.93312102,3.550677857,8593,6.677265501
23128,E01024371,8,18.01242236,4.152637486,22483.6,1.808066759
23129,E01024372,3,18.50631521,4.688908927,8824.6,5.598755832
23130,E01024373,4,17.5,3.593339176,1997.6,2.894356006
23131,E01024374,2,29.44162437,4.488517745,6750.4,3.480589023
23132,E01024375,5,16.18953603,4.708798017,13265.9,4.648760331
23133,E01024376,7,12.93891294,3.844660194,12158.7,8.965517241
23134,E01024377,4,21.05263158,5.692488263,10831.4,11.83745583
23135,E01024378,6,17.72151899,4.389928986,10366.7,6.896551724
23136,E01024379,5,17.80455154,4.255319149,8913.7,6.203840473
23137,E01024380,6,14.40953413,4.017094017,12227.1,5.363984674
23138,E01024381,5,15.67301782,4.444444444,8145.9,6.379310345
23139,E01024382,6,19.72711768,4.413239719,11714.5,5.013192612
23140,E01024383,5,14.27964301,2.602096133,13863,5.43601359
23141,E01024384,4,23.11168496,4.491481673,8614.9,6.146179402
23142,E01024385,8,16.36500754,3.641791045,11175.4,5.392156863
23143,E01024386,8,14.33121019,3.765690377,9101.4,2.646720368
23144,E01024387,4,19.41279579,3.548748599,11709.3,4.359313078
23145,E01024390,2,26.43764003,6.338797814,9127.2,6.753246753
23146,E01024391,2,29.51582868,6.380027739,13418.6,5.689001264
23147,E01024392,3,26.43939394,5.976331361,10831.1,6.042296073
23148,E01024393,5,21.03703704,4.689403167,8734.6,9.500805153
23149,E01024394,9,13.5986733,5.657805044,4125,7.088989442
23150,E01024395,4,27.7826468,6.364922207,7487.1,6.14334471
23151,E01024396,3,24.19093851,5.721551176,8970.5,4.636785162
23152,E01024397,1,32.90203327,7.188160677,8382.5,4.98392283
23153,E01024398,2,30.9063893,7.598607889,13292.3,6.006006006
23154,E01024399,3,30.03663004,8.32708177,8265.5,6.72
23155,E01024400,5,29.09090909,6.105263158,4312.5,5.308219178
23156,E01024401,5,19.29032258,4.071246819,7951.9,4.787234043
23157,E01024402,9,11.41950833,3.641092328,8099.5,3.805774278
23158,E01024403,6,18.49462366,3.991507431,13466.2,4.223433243
23159,E01024404,9,13.02738712,2.707581227,14122.4,4.866562009
23160,E01024405,6,17.39943873,4.01459854,9840.2,4.683195592
23161,E01024406,5,17.59570181,6.900328587,10702.6,3.924646782
23162,E01024407,5,12.1232418,2.676133261,17957.1,3.31010453
23163,E01024408,8,13.17829457,3.320561941,13653,6.8
23164,E01024409,7,18.53932584,3.945578231,8490.4,8.225806452
23165,E01024410,5,22.91666667,7.219570406,8908.6,5.466237942
23166,E01024411,5,15.73516767,3.698534543,13572.5,5.590851334
23167,E01024413,4,16.48264984,4.726368159,10154.7,3.971631206
23168,E01024414,6,11.82186235,3.310430981,6643.7,3.951367781
23169,E01024415,9,9.644194757,1.301684533,11097,5.097451274
23170,E01024416,9,10.71703932,3.269118506,7893.3,6.914212548
23171,E01024417,5,14.24219345,4.761904762,9473.4,6.32183908
23172,E01024418,10,7.678244973,2.214532872,5876.5,4.64516129
23173,E01024419,7,9.023066486,1.911523758,10498.5,5.394736842
23174,E01024420,5,13.21709786,3.671912256,11040.5,6.25
23175,E01024421,5,20.25164769,4.221105528,18092.2,6.915629322
23176,E01024423,9,12.04460967,2.51903925,9260.6,1.884057971
23177,E01024424,10,4.621435595,0.571428571,6882.7,4.874213836
23178,E01024425,6,16.79434296,5.646290247,4457.5,2.152317881
23179,E01024426,9,11.67173252,2.960039467,11012.7,3.353658537
23180,E01024427,4,20.35480859,4.294032023,7722,5.196850394
23181,E01024428,5,20.30505243,4.298642534,8440.3,6.919275124
23182,E01024429,3,21.86520376,4.856115108,9465.8,4.689863843
23183,E01024430,6,14.19642857,3.05514158,12010,6.41221374
23184,E01024431,7,13.88174807,3.755364807,10907.2,8.014571949
23185,E01024432,5,22.86634461,5.175846052,9287.3,6.856187291
23186,E01024433,6,14.21487603,3.161512027,8600.3,7.766990291
23187,E01024434,5,18.31964624,3.707518023,11387.2,6.875
23188,E01024435,5,21.11524164,4.171779141,5104.9,8.097165992
23189,E01024436,5,28.78903275,8.142664872,6317.8,4.046997389
23190,E01024437,5,20.48582996,5.563093623,7582.8,6.885758998
23191,E01024438,6,23.46185398,3.966597077,5837.5,7.175572519
23192,E01024439,7,14.92647059,3.307276007,5527.2,6.441223833
23193,E01024440,8,11.35646688,2.534919814,11050.4,8
23194,E01024441,9,15.33923304,3.337612323,11351.5,5.508474576
23195,E01024442,8,14.22053232,4.06714009,10606.1,5.303030303
23196,E01024443,10,22.71034996,7.414698163,9082.1,4.391891892
23197,E01024444,3,22.52427184,6.302843966,10214.4,6.086956522
23198,E01024445,8,17.91304348,4.4411547,7901.7,5.996758509
23199,E01024446,8,13.75310688,3.225806452,8224.3,7.110438729
23200,E01024447,5,21.12149533,5.295007564,6472.9,6.020942408
23201,E01024448,7,15.86206897,3.277439024,5595.8,6.208053691
23202,E01024449,10,12.25531915,2.943189596,4822.3,10.16949153
23203,E01024450,7,14.58670989,4.758842444,11244.5,11.21323529
23204,E01024451,8,10.54247697,2.76,9204.8,8.862876254
23205,E01024452,5,13.62549801,4.790823212,5617.1,4
23206,E01024453,10,7.916355489,2.149253731,10207.9,4.892966361
23207,E01024454,7,14.57326892,2.941176471,9931.3,5.464480874
23208,E01024455,6,9.128205128,2.420701169,8531,5.902192243
23209,E01024456,5,13.90532544,3.68627451,8850.8,4.780361757
23210,E01024457,5,20.03948667,4.938271605,6702.2,8.974358974
23211,E01024458,8,8.32595217,1.340860974,9586.5,7.173447537
23212,E01024459,7,10.58540497,2.482495226,7352,7.436708861
23213,E01024460,6,18.22393822,4.526987812,12870.2,10.321489
23214,E01024461,10,7.783505155,4.100041,8472.7,4.227212682
23215,E01024462,8,12.43243243,3.618817853,5163.6,9.064327485
23216,E01024463,10,6.655710764,2.795031056,5357.8,7.724137931
23217,E01024464,10,9.339407745,4.309327037,7581.6,8.988764045
23218,E01024465,5,19.82532751,5.492957746,6598.1,8.18452381
23219,E01024466,5,19.29657795,3.525179856,7806,8.128834356
23220,E01024467,10,8.877086495,1.575689364,12246.3,11.77370031
23221,E01024468,9,9.723386421,2.658227848,5530.5,7.592891761
23222,E01024469,10,7.928047968,3.03030303,5456.4,8.421052632
23223,E01024470,10,7.649842271,2.400960384,10246.3,8.896797153
23224,E01024471,10,12.9950495,3.081510934,6899.9,6.698564593
23225,E01024472,4,20.94594595,3.69872226,7231.5,6.666666667
23226,E01024473,8,17.2034564,3.678304239,7134.8,6.766917293
23227,E01024474,10,14.73214286,2.169981917,10064.3,9.289617486
23228,E01024475,7,19.00383142,3.549190535,5324,8.045977011
23229,E01024476,1,28.22641509,8.712984055,9313.3,7.610350076
23230,E01024477,2,25.85203658,7.197943445,6133.4,8.095952024
23231,E01024478,6,24.42996743,5.775470474,9675.8,8.177172061
23232,E01024479,8,17.20599842,4.05666452,7792.5,7.062146893
23233,E01024480,2,28.04195804,7.947740882,10506.2,5.429292929
23234,E01024481,3,28.93323101,7.173513182,9251.3,9.049079755
23235,E01024482,3,26.04166667,6.863979849,7108.2,9.263157895
23236,E01024483,7,13.3282559,3.290322581,8402.4,9.272467903
23237,E01024484,8,10.11673152,2.887788779,1760.5,8.209959623
23238,E01024485,4,18.50481125,5.408515535,13202.3,5.164992826
23239,E01024486,3,28.21387941,8.546571136,7925.2,4.782608696
23240,E01024487,4,25,8.560311284,9277.9,4.111245466
23241,E01024488,3,28.91036907,12.47987118,12211.6,10.75949367
23242,E01024489,4,26.85634976,8.860759494,12918.1,7.754442649
23243,E01024490,6,13.76356368,4.706477733,9542.4,11.52073733
23244,E01024491,6,18.55583543,5.013550136,6516.2,10.58631922
23245,E01024492,4,25.85812357,5.80075662,11410.9,10.24734982
23246,E01024493,3,22.89452167,7.250163292,7337.3,9.201388889
23247,E01024494,4,23.52216749,6.182933061,8537.7,14.89795918
23248,E01024495,5,15.84158416,4.857768053,2910.4,8.58778626
23249,E01024496,2,23.87041773,7.989167231,9550.5,9.79020979
23250,E01024497,3,21.16443745,5.579937304,5583.3,9.913793103
23251,E01024498,1,29.60848287,9.22029703,6174.3,7.640067912
23252,E01024499,2,17.96502385,6.204379562,6708.3,8.429752066
23253,E01024500,2,22.76080084,8.459696728,9349.9,11.86440678
23254,E01024501,2,19.01840491,6.093432634,12569.7,8.333333333
23255,E01024502,2,19.26267281,6.978367062,7778.3,6.346749226
23256,E01024503,4,21.91780822,7.040572792,13204,4.070305273
23257,E01024504,1,24.32432432,8.408249603,12390.8,3.703703704
23258,E01024505,2,20.30021444,6.327744727,16074.4,3.988183161
23259,E01024507,1,25,9.566126503,16615.9,1.458670989
23260,E01024508,4,18.48837209,8.678102926,12098.6,1.194029851
23261,E01024509,3,21.97140707,7.956104252,19505.2,7.681365576
23262,E01024510,5,15.75889615,6.3773833,12649.5,4.968287526
23263,E01024511,9,10.80711354,4.326123128,13254.7,6.748466258
23264,E01024512,4,18,5.266203704,5465.5,7.680491551
23265,E01024513,6,15.90052751,5.298416565,6771,2.485089463
23266,E01024514,7,13.30097087,4.018195603,10376.2,6.161971831
23267,E01024515,8,17.80913978,5.714285714,14889.9,2.536997886
23268,E01024516,6,15.25719268,5.324580598,7166.5,2.131438721
23269,E01024517,3,16.34683724,5.990510083,2251.6,1.489361702
23270,E01024518,7,19.25055107,5.211526671,5704.5,2.402402402
23271,E01024519,6,10.70975919,3.878116343,2866.5,4.288939052
23272,E01024520,5,21.81670722,6.241699867,5580.4,2.681564246
23273,E01024521,7,15.59633028,5.933250927,395.8,2.627511592
23274,E01024522,7,17.48987854,5.413313826,3211.9,1.565217391
23275,E01024523,10,12.82240236,3.078896729,1758.5,4.259259259
23276,E01024524,2,24.40570523,12.84722222,2113.2,1.935483871
23277,E01024525,4,17.61579347,5.847953216,8023.1,1.430842607
23278,E01024526,9,13.55283308,4.166666667,8675.2,2.608695652
23279,E01024527,8,15.82191781,4.721030043,6715.6,1.951951952
23280,E01024528,4,14.09266409,6.863527534,7913.5,5.714285714
23281,E01024529,3,28.9556962,9.965156794,8764.4,4.054054054
23282,E01024530,6,15.70032573,4.084880637,7844,2.88
23283,E01024531,5,18.8538206,7.264957265,6544.9,2.352941176
23284,E01024532,4,21.99281867,7.198142415,5895.7,2.071005917
23285,E01024533,3,24.58374143,8.883025506,8564.1,1.094091904
23286,E01024534,1,24.56896552,7.666666667,5313.8,3.407407407
23287,E01024535,3,24.9122807,6.550580431,17532.1,5.234899329
23288,E01024536,7,12.38390093,4.232804233,13017,2.84738041
23289,E01024537,4,24.91301322,6.932515337,12818.2,4.603174603
23290,E01024538,6,21.59383033,7.122507123,7873.6,3.346720214
23291,E01024539,2,26.23820755,9.384023099,7860.9,5.369127517
23292,E01024540,6,20.95422308,5.245535714,5429.2,2.049780381
23293,E01024541,4,17.82586296,6.671930517,10306.6,3.38770389
23294,E01024542,7,14.66498104,5.175983437,12965.9,2.949061662
23295,E01024544,5,20.80924855,6.929248724,11577.8,1.954397394
23296,E01024545,7,12.78501629,3.72452565,12834.2,2.364394993
23297,E01024546,4,18.06633733,6.064073227,11521.4,4.17101147
23298,E01024547,5,19.13580247,6.661619985,12875.9,5.341246291
23299,E01024548,2,19.81395349,7.236335643,7581.1,7.977736549
23300,E01024549,3,17.23163842,6.191222571,15829.8,7.779886148
23301,E01024550,6,14.52258433,5.888125613,12079.4,5.514705882
